"Media ID","Title","Sort title","Studio","Content Rating","Year","Rating","Summary","Genres","View Count","Last Viewed at","Tagline","Release Date","Writers","Country","Duration","Directors","Roles","IMDB Id","Labels","Locked Fields","Extras","Collections","Original Title","Added","Updated","Audio Languages","Audio Title","Subtitle Languages","Subtitle Title","Subtitle Codec","Video Resolution","Bitrate","Width","Height","Aspect Ratio","Audio Channels","Audio Codec","Video Codec","Container","Video FrameRate"
"1740","Garden State","N/A","Fox Searchlight Pictures","R","2004","7.0","Andrew returns to his hometown for the
funeral of his mother, a journey that
reconnects him with past friends. The
trip coincides with his decision to stop
taking his powerful antidepressants. A
chance meeting with Sam - a girl also
suffering from various maladies - opens
up the possibility of rekindling
emotional attachments, confronting his
psychologist father, and perhaps
beginning a new life.","Comedy - Drama - Romance","N/A","N/A","N/A","2004-01-16","Zach Braff","USA","1:41:55","Zach Braff","Zach Braff - Natalie Portman - Ian Holm
- Peter Sarsgaard - Kenneth Graymez -
Jean Smart - Armando Riesco - Jackie
Hoffman - Method Man - Alex Burns - Ron
Leibman - Jim Parsons - Michael Weston -
Ann Dowd - Ato Essandoh - Denis O'Hare -
Trisha LaFache - Geoffrey Arend - George
C. Wolfe - Austin Lysy - Gary Gilbert","tt0333766","","","1","","N/A","09/20/2015","09/20/2015","N/A - N/A","N/A - N/A","","","","sd","960","576","240","2.35","2","mp3","mpeg4","avi","24p"
"1728","Gattaca","N/A","Columbia Pictures","PG-13","1997","7.2","Science fiction drama about a future
society in the era of indefinite
eugenics where humans are set on a life
course depending on their DNA. The young
Vincent Freeman is born with a condition
that would prevent him from space
travel, yet he is determined to
infiltrate the GATTACA space program.","Thriller - Science Fiction - Mystery -
Romance","N/A","N/A","There is no gene for the human spirit.","1997-10-23","Andrew Niccol","USA","1:42:10","Andrew Niccol","Ethan Hawke - Jude Law - Gore Vidal -
Uma Thurman - Alan Arkin - Xander
Berkeley - Jayne Brook - William Lee
Scott - Loren Dean - Ernest Borgnine -
Tony Shalhoub - Una Damon","tt0119177","","","1","","N/A","09/20/2015","09/20/2015","N/A - N/A","N/A - N/A","","","","sd","956","640","272","2.35","2","ac3","mpeg4","avi","PAL"
"739","Get Hard","N/A","Gary Sanchez Productions","R","2015","6.0","When obscenely rich hedge-fund manager
James is convicted of fraud and
sentenced to a stretch in San Quentin,
the judge gives him one month to get his
affairs in order. Knowing that he won't
survive more than a few minutes in
prison on his own, James desperately
turns to Darnell-- a black businessman
who's never even had a parking ticket --
for help. As Darnell puts James through
the wringer, both learn that they were
wrong about many things, including each
other.","Comedy","1","09/17/2015","An education in incarceration.","2015-03-27","Jay Martel - Ian Roberts - Etan Cohen","USA","1:46:43","Etan Cohen","Will Ferrell - Kevin Hart - Alison Brie
- Craig T. Nelson - T.I. - Edwina
Findley Dickerson - Erick Chavarria -
Ariana Neal - Paul Ben-Victor - John
Mayer - Jon Eyez - Nito Larioza - Dan
Bakkedahl - Greg Germann - Mariana Paola
Vicente","tt2561572","","","8","","N/A","09/10/2015","02/26/2016","eng","N/A","eng","N/A","srt","720","7440","1280","720","1.78","6","ac3","h264","mkv","24p"
"740","Get on Up","N/A","Universal Studios","PG-13","2014","6.2","A chronicle of James Brown's rise from
extreme poverty to become one of the
most influential musicians in history.","Drama - Music","N/A","N/A","The Funk Don't Quit","2014-08-01","Steven Baigelman - Jez Butterworth -
John-Henry Butterworth","USA","2:18:50","Tate Taylor","Chadwick Boseman - Nelsan Ellis - Dan
Aykroyd - Viola Davis - Lennie James -
Fred Melamed - Jill Scott - Octavia
Spencer - Nick Eversman - Tika Sumpter -
James DuMont - Billy Slaughter - Ritchie
Montgomery - Craig Robinson - Brandon
Smith - Aloe Blacc - Josh Hopkins -
Aunjanue Ellis - Tariq Trotter - Keith
Robinson - Stacey Scowley - Liz Mikel -
Julius Tennon - Allison Janney - John
Benjamin Hickey - J.D. Evermore - Carol
Lee - Cleta Elaine Ellington - Jim
Gleason - Ahna O'Reilly - Antonius
Charles - Donald Watkins - Corey
Sorenson - Hunter Burke - Jamarion Scott
- Jordan Scott - Rena DeAngelo - Aakomon
Jones - George Quinones - Aaron Jay Rome
- Atkins Estimonds - Clyde Jones -
Michael Papajohn - Matt Thompson -
Denzel Reed - Phyllis Montana LeBlanc -
Taura Cherne - Kirk Bovill - Cariella
Smith - Jacinte Blankenship - Sandra
DeNise - Sheldon Frett - Mario J.
Radford - Joe T. Blankenship - Randy
Smith - Alvin Edney II - Adrien Scott
Robinson - Elliott June Rogers - Jamell
Richardson - Jason Davis - Justin Hall -
David Carzell - Dominic Thigpen","tt2473602","","","21","","N/A","09/10/2015","02/26/2016","eng - eng","N/A - Commentary with Director Tate
Taylor","eng","N/A","srt","576","4597","1024","554","1.85","6","ac3","h264","mkv","24p"
"1727","Get Smart","N/A","Village Roadshow Pictures","PG-13","2008","5.9","When the identities of secret agents
from Control are compromised, the Chief
promotes hapless but eager analyst
Maxwell Smart and teams him with
stylish, capable Agent 99, the only spy
whose cover remains intact. Can they
work together to thwart the evil plans
of KAOS and its crafty operative?","Action - Comedy - Thriller","N/A","N/A","Saving The World...And Loving It!","2008-06-19","Tom J. Astle - Matt Ember","Canada - Russia - USA","1:45:25","Peter Segal","Steve Carell - Anne Hathaway - Dwayne
Johnson - Alan Arkin - Terence Stamp -
Terry Crews - David Koechner - James
Caan - Bill Murray - Patrick Warburton -
David S. Lee - Masi Oka - Nate Torrence","tt0425061","","","2","","N/A","09/20/2015","09/20/2015","N/A - N/A","N/A - N/A","","","","sd","926","640","352","1.85","2","mp3","mpeg4","avi","PAL"
"1717","Get Smart's Bruce and Lloyd Out of
Control","N/A","Mosaic Media Group","PG-13","2008","5.4","A spin-off of the Get Smart movie,
centered on Bruce, a techie at CONTROL,
and his nerdy analyst cohort, Lloyd.
Masi Oka, Nate Torrence.","Action - Comedy","N/A","N/A","Loved Get Smart? Get more!","2008-07-01","Tom J. Astle - Matt Ember","USA","1:11:41","Gil Junger","Masi Oka - Nate Torrence - Jayma Mays -
Larry Miller - Patrick Warburton - Kelly
Karbacz - Bryan Callen - Ruben Garfias -
David Koechner - Terry Crews - Anne
Hathaway - Marika Dominczyk - J.P.
Manoux","tt1018723","","","0","","N/A","09/20/2015","09/20/2015","N/A - N/A","N/A - N/A","","","","sd","1367","704","384","1.85","2","mp3","mpeg4","avi","24p"
"1724","Ghost Rider","N/A","Columbia Pictures Corporation","PG-13","2007","5.2","In order to save his dying father, young
stunt cyclist Johnny Blaze sells his
soul to Mephistopheles and sadly parts
from the pure-hearted Roxanne Simpson,
the love of his life. Years later,
Johnny's path crosses again with
Roxanne, now a gogetting reporter, and
also with Mephistopheles, who offers to
release Johnny's soul if Johnny becomes
the fabled, fiery Ghost Rider.","Thriller - Action - Fantasy - Horror","N/A","N/A","Long ago he made a deal to save someone
he loved.","2007-02-16","Mark Steven Johnson","USA - Australia","2:03:25","Mark Steven Johnson","Nicolas Cage - Eva Mendes - Wes Bentley
- Donal Logue - Sam Elliott - Peter
Fonda - Brett Cullen - Matt Long -
Raquel Alessi - Tony Ghosthawk - Hugh
Sexton - Marcus Jones - Matt Norman -
Lawrence Cameron Steele - Eddie Baroo -
Jessica Napier - Laurence Breuls - Rebel
Wilson","tt0259324","","","21","","N/A","09/20/2015","09/20/2015","N/A - N/A","VTS_01_1 T80 3_2ch 448Kbps DELAY 0ms_new
- VTS_01_1 T80 3_2ch 448Kbps DELAY
0ms_new","","","","sd","1856","720","304","2.35","6","ac3","mpeg4","avi","PAL"
"1733","Ghost Rider: Spirit of Vengeance","N/A","Columbia Pictures","PG-13","2011","4.7","Nicolas Cage reprises his role as Johnny
Blaze in Ghost Rider Spirit of
Vengeance. In this gritty new vision for
the character, Johnny is still
struggling with his curse as the devil's
bounty hunter - but he may risk
everything as he teams up with the
leader of a group of rebel monks (Idris
Elba) to save a young boy from the
devil... and possibly rid himself of his
curse forever","Action - Fantasy - Thriller","N/A","N/A","He Rides Again.","2011-12-10","Roy Thomas - Scott M. Gimple - Seth
Hoffman - David S. Goyer","United Arab Emirates - USA","1:35:31","Mark Neveldine - Brian Taylor","Nicolas Cage - Ciarán Hinds - Violante
Placido - Fergus Riordan - Johnny
Whitworth - Christopher Lambert - Idris
Elba - Anthony Stewart Head - Spencer
Wilding - Jacek Koman - Vincent Regan","tt1071875","","","6","","N/A","09/20/2015","09/20/2015","N/A - N/A","N/A - N/A","","","","sd","1096","640","272","2.35","2","aac","mpeg4","mp4","24p"
"2598","The Ghost Writer","Ghost Writer","Studio Babelsberg","PG-13","2010","6.4","A writer stumbles upon a long-hidden
secret when he agrees to help former
British Prime Minister Adam Lang
complete his memoirs on a remote island
after the politician's assistant drowns
in a mysterious accident. In director
Roman Polanski's tense drama, the author
realizes that his discovery threatens
some very powerful people who will do
anything to ensure that certain episodes
from Lang's past remain buried.","Thriller - Mystery","N/A","N/A","Read between the lies.","2010-02-12","Roman Polanski - Robert Harris","Germany - United Kingdom - USA","1:42:52","Roman Polanski","Ewan McGregor - Pierce Brosnan - Jon
Bernthal - Kim Cattrall - Tom Wilkinson
- Olivia Williams - Timothy Hutton -
James Belushi - Nyasha Hatendi - Tim
Preece - Michael S. Ruscheinsky - Eben
Young - Jaymes Butler - Robert Seeliger
- Anna Botting - Marianne Graffam -
Daphne Alexander - Angelique Fernandez -
Milton Welsh - Alister Mazzotti - Eli
Wallach","tt1139328","","","1","","N/A","09/20/2015","09/23/2015","N/A","N/A","","","","sd","950","608","256","2.35","2","mp3","mpeg4","avi","24p"
"10993","Ghostbusters","N/A","Columbia Pictures Corporation","PG","1984","7.0","After losing their academic posts at a
prestigious university, a team of
parapsychologists goes into business as
proton-pack-toting ""ghostbusters"" who
exterminate ghouls, hobgoblins and
supernatural pests of all stripes. An ad
campaign pays off when a knockout
cellist hires the squad to purge her
swanky digs of demons that appear to be
living in her refrigerator.","Fantasy - Action - Comedy - Science
Fiction - Family","N/A","N/A","They ain't afraid of no ghost.","1984-06-07","Dan Aykroyd - Harold Ramis","USA","1:45:08","Ivan Reitman","Bill Murray - Dan Aykroyd - Sigourney
Weaver - Harold Ramis - Rick Moranis -
Annie Potts - William Atherton - Ernie
Hudson - David Margulies - Jennifer
Runyon - Michael Ensign - Slavitza Jovan
- Steven Tash - Alice Drummond - Jordan
Charney - Timothy Carhart - John Rothman
- Tom McDermott - John Ring - Norman
Matlock - Joe Cirillo - Joe Schmieg -
Roger Grimsby - Larry King - Joe
Franklin - Casey Kasem - Reginald
VelJohnson - Rhoda Gemignani - Murray
Rubin - Larry Dilg - Danny Stone - Patty
Dworkin - Jean Kasem - Lenny Del Genio -
Frances E. Nealy - Sam Moses -
Christopher Wynkoop - Winston May -
Tommy Hollis - Eda Reiss Merin - Ric
Mancini - Carol Ann Henry - James Hardie
- Frantz Turner - Paul Trafas - Cheryl
Birchenfield - Kymberly Herrin - Stanley
Grover - Ruth Oliver - Nancy Kelly","tt0087332","","","1","","N/A","10/17/2015","02/26/2016","eng","N/A","eng - fre - spa - por - ara - dut","N/A - N/A - N/A - N/A - N/A - N/A","srt - srt - srt - srt - srt - srt","576","3163","1024","426","2.35","6","ac3","h264","mkv","24p"
"10994","Ghostbusters II","N/A","Columbia Pictures Corporation","PG","1989","6.2","Five years after they defeated Zuul, the
Ghostbusters are out of business. When
Dana begins to have ghost problems
again, the boys come out of retirement
to aid her and hopefully save New York
City from a new paranormal threat.","Fantasy - Action - Comedy - Science
Fiction - Family","N/A","N/A","We're back!","1989-06-15","Dan Aykroyd - Harold Ramis","USA","1:48:19","Ivan Reitman","Bill Murray - Dan Aykroyd - Sigourney
Weaver - Harold Ramis - Rick Moranis -
Ernie Hudson - Annie Potts - Peter
MacNicol - Harris Yulin - David
Margulies - Kurt Fuller - Janet Margolin
- Wilhelm von Homburg - Mary Ellen
Trainor","tt0097428","","","1","","N/A","10/17/2015","02/26/2016","eng","N/A","eng - bul - chi - cze - dan - dut - fin
- fre - ger - gre - hun - ice - ita -
jpn - tai - kor - nor - pol - por - rum
- rus - spa - swe - tur","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A - N/A - N/A - N/A - N/A - N/A -
N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A - N/A - N/A - N/A","srt - srt - srt - srt - srt - srt - srt
- srt - srt - srt - srt - srt - srt -
srt - srt - srt - srt - srt - srt - srt
- srt - srt - srt - srt","576","2892","1024","426","2.35","6","ac3","h264","mkv","24p"
"10995","Gilda","N/A","Columbia Pictures Corporation","N/A","1946","7.0","Just arrived in Argentina, small-time
crooked gambler Johnny Farrell is saved
from a gunman by sinister Ballin
Mundson, who later makes Johnny his
right-hand man. But their friendship
based on mutual lack of scruples is
strained when Mundson returns from a
trip with a wife: whom Johnny once knew
and learned to hate.","Drama - Romance - Thriller","N/A","N/A","There NEVER was a woman like Gilda!","1946-02-14","Marion Parsonnet","USA","1:50:08","Charles Vidor","Rita Hayworth - Glenn Ford - Joseph
Calleia - George Macready - Steven Geray
- Joe Sawyer - Gerald Mohr - Mark
Roberts - Ludwig Donath - Donald Douglas","tt0038559","","","1","","N/A","10/17/2015","02/26/2016","eng","N/A","cze - dan - dut - eng - fin - fre - ger
- hun - ice - ita - nor - pol - por -
spa - swe - ara - chi - gre - heb - hin
- jpn - jpn - kor - tha - tur","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A - N/A - N/A - N/A - N/A - N/A -
N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A - N/A - N/A - N/A - N/A","srt - srt - srt - srt - srt - srt - srt
- srt - srt - srt - srt - srt - srt -
srt - srt - pgs - pgs - pgs - pgs - pgs
- pgs - pgs - pgs - pgs - pgs","480","4302","640","480","1.33","2","ac3","h264","mkv","24p"
"2429","The Girl Next Door","Girl Next Door","Regency Enterprises","R","2004","6.1","Exceptionally ambitious high schooler
Matthew has aspirations for a career in
politics when he falls in love with his
gorgeous 19-year-old neighbor, Danielle.
But Matthew's bright future is
jeopardized when he finds Danielle was
once a porn star. As Danielle's past
catches up with her, Matthew's love for
her forces him to re-evaluate his goals.","Comedy","N/A","N/A","Matt never saw her coming... but all his
friends had!","2004-03-04","David Wagner - Brent Goldberg - Stuart
Blumberg","USA","1:48:00","Luke Greenfield","Emile Hirsch - Timothy Olyphant - Elisha
Cuthbert - James Remar - Chris Marquette
- Paul Dano - Timothy Bottoms - Amanda
Swisten - Brian Kolodziej - Julie Osburn
- Ulysses Lee - Brandon Iron - Donna
Bullock - Sung-Hi Lee - Jacob Young -
Harris Laskawy - Laird Stuart - Richard
Fancy - Catherine McGoohan - Dane
Garretson - Olivia Wilde","tt0265208","","","1","","N/A","09/20/2015","09/23/2015","N/A","N/A","","","","sd","904","560","304","1.85","2","mp3","mpeg4","avi","24p"
"2095","The Giver","Giver","The Weinstein Company","PG-13","2014","6.4","The haunting story of 'The Giver'
centers on Jonas (Brenton Thwaites), a
young man who lives in a seemingly
ideal, if colorless, world of conformity
and contentment. Yet as he begins to
spend time with The Giver (Jeff
Bridges), who is the sole keeper of all
the community’s memories, Jonas quickly
begins to discover the dark and deadly
truths of his community’s secret past.
With this newfound power of knowledge,
he realizes that the stakes are higher
than imagined – a matter of life and
death for himself and those he loves
most. At extreme odds, Jonas knows that
he must escape their world to protect
them all – a challenge that no one has
ever succeeded at before.","Drama - Science Fiction","N/A","N/A","You can make things better.","2014-08-11","Michael Mitnick - Robert B. Weide","USA","1:37:12","Phillip Noyce","Jeff Bridges - Meryl Streep - Brenton
Thwaites - Odeya Rush - Alexander
Skarsgård - Katie Holmes - Taylor Swift
- Cameron Monaghan - Katharina Damm -
Emma Tremblay - Alexander Jillings -
James Jillings - Jordan Nicholas Smal -
Saige Fernandes - Renate Stuurman -
Vanessa Cooke - John Whiteley - Kira
Wilkinson - Meganne Young - Thabo
Rametsi - Vaughn Lucas - Jaime Coue -
Jefferson Mays","tt0435651","","","8","","N/A","09/20/2015","09/23/2015","N/A","N/A","","","","1080","2105","1920","1080","1.78","2","aac","h264","mp4","24p"
"1734","Gladiator","N/A","DreamWorks SKG","R","2000","7.5","Gladiator is an epic film of love, death
and betrayal set in the Roman Empire.
General Maximus' success in battle earns
the favour of an elderly Emperor at the
expense of the Emperor's son. In a fit
of jealous rage the son slays his father
before turning his anger towards
Maximus. Now reduced to a slave, his
family dead, Maximus must fight as a
gladiator to gain his freedom, and his
revenge.","Action - Drama - Adventure","N/A","N/A","A Hero Will Rise.","2000-05-01","David Franzoni - John Logan - William
Nicholson","United Kingdom - USA","2:43:51","Ridley Scott","Russell Crowe - Joaquin Phoenix - Connie
Nielsen - Oliver Reed - Richard Harris -
Derek Jacobi - Djimon Hounsou - David
Schofield - John Shrapnel - Tomas Arana
- Ralf Möller - Tommy Flanagan - Spencer
Treat Clark - David Hemmings - Sven-Ole
Thorsen - Giannina Facio - Alun Raglan -
Giorgio Cantarini - David Bailie - Omid
Djalili","tt0172495","","","1","","N/A","09/20/2015","09/20/2015","N/A - N/A","N/A - N/A","","","","sd","1194","572","238","2.35","6","ac3","mpeg4","avi","PAL"
